otherCategoryITA;otherCategoryENG;nameITA;nameENG;abbreviationITA;abbreviationENG;descriptionShortITA;descriptionShortENG;descriptionLongITA;descriptionLongENG;phone;fax;url;email;RefPerson;province;city;postalcode;streetAddress;civicNumber;secondPhone;secondFax;secondEmail;secondCivicNumber;secondStreetAddress;notes;timetable;photo;latitude;longitude;streetId
;;http://www.disit.org/km4city/resource/eCharging_15EP22T2AA1S000001;;;;colonnine di ricarica;charging_station;;Station:ACTIVE|Column:FINISHED;;;;;;FI;FIRENZE;50100;;;;;;;;;;;43.740532;11.291268;
;;http://www.disit.org/km4city/resource/eCharging_15EP22T2AA1S000003;;;;colonnine di ricarica;charging_station;;Station:ACTIVE|Column:FINISHED;;;;;;FI;FIRENZE;50100;;;;;;;;;;;43.77016;11.270451;
